,Compound,No.,SMILES,Name,CI-Obs.,CI-Cal.,Test,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
22,Cocaine,23,COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1OC(=O)C1=CC=CC=C1)N2C,Cocaine,0.88,0.74,0,12.296709183673471,-0.4084665532879821,12.296709183673471,0.09701236667506485,0.7979361284429696,303.358,282.19,303.14705815200006,118,0,0.33792158843250003,-0.4686455560793509,0.4686455560793509,0.33792158843250003,1.1818181818181819,1.9090909090909092,2.590909090909091,1.7896528798720666,559.0371822548028,15.689869965382487,12.897679523621688,12.897679523621688,10.613392202930195,7.673077072421276,7.673077072421276,6.05842152369652,6.05842152369652,4.955460524214745,4.955460524214745,3.766874791097993,3.766874791097993,-1.8799999999999994,134560.52413413787,15.032579420487952,6.084896581778482,2.6087203862984762,129.7440724001059,9.473725907600098,12.021872433909696,0.0,0.0,0.0,11.938610575903699,9.694446914922299,4.794537184071822,0.0,0.0,18.19910120538483,32.022049365452425,18.50450328122193,12.673249032974528,19.06280027574374,11.938610575903699,0.0,4.899909730850478,5.917906046161393,37.450112914822256,14.157469523954724,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,49.183637876753124,14.268263091671919,5.917906046161393,29.620453544546844,30.33183534230805,0.0,0.0,0.0,55.84,12.021872433909696,9.589074368143644,0.0,17.98045140505166,18.026113943770966,12.841643245852019,7.109797541277533,24.26546827384644,13.1140390511388,4.899909730850478,9.473725907600098,10.624944727891158,0.0,26.71576215671454,0.0,0.5114729780801215,-1.0621018098597461,9.36177104329386,2.2579118638196016,0.0,3.4235723733938017,0.5294117647058824,22,0,5,0,2,2,1,0,1,5,0,5,3,0,2,2,3,1.8677,80.34150000000005,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Cortisol,24,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,Cortisol,0.5,0.54,1,12.361570770557739,-1.5437315234735869,12.361570770557739,0.0696792328042326,0.6960164410604959,362.4660000000002,332.22600000000006,362.2093240599999,144,0,0.18962916290746307,-0.39277286440229164,0.39277286440229164,0.18962916290746307,1.2307692307692308,1.9615384615384615,2.6538461538461537,1.7350832012021693,683.8889217536757,18.90541291500631,15.701742962868114,15.701742962868114,12.170504622625403,9.957047497308325,9.957047497308325,9.557340138479042,9.557340138479042,8.653266583245495,8.653266583245495,7.281019867932493,7.281019867932493,-1.0400000000000003,715692.1381653672,18.329215372052044,5.727622740292945,2.138229150219643,154.03091112613612,15.319582184522117,12.207932775496605,11.566489892729878,0.0,0.0,0.0,9.589074368143644,0.0,0.0,0.0,19.420578929450514,67.76965845227089,11.83581209232279,6.103966387748303,24.90865655266576,11.566489892729878,0.0,0.0,28.583699077277743,70.49824295859531,6.606881964512918,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,45.1979712404969,9.589074368143644,28.583699077277743,58.79322575986332,11.64912463690315,0.0,0.0,0.0,94.83,29.51013457900663,24.90865655266576,0.0,28.951953554245897,19.26246486877803,25.683286491704038,5.573104530069267,6.076020106833881,6.923737199690624,6.923737199690624,0.0,0.0,0.0,24.256966952531407,31.725521463742414,-1.2319753217645075,0.13994650962747102,0.0,5.735065983349262,3.457807745847293,0.0,0.8095238095238095,26,3,5,4,0,4,0,0,0,5,3,5,2,3,0,3,4,1.7815999999999996,95.14240000000004,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Cortisone,25,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,Cortisone,0.74,0.63,0,13.319630102040817,-1.6045648568069204,13.319630102040817,0.0987991307634164,0.7856923773821716,360.45000000000016,332.22600000000006,360.1936739959999,142,0,0.1896418237955756,-0.38846410124812436,0.38846410124812436,0.1896418237955756,1.1923076923076923,1.9230769230769231,2.6153846153846154,1.7481728292749807,723.9130815015496,18.90541291500631,15.585427388642392,15.585427388642392,12.170504622625403,9.803619654183985,9.803619654183985,9.380845364107817,9.380845364107817,8.41149293787658,8.41149293787658,6.976356761966986,6.976356761966986,-1.3300000000000003,715692.1381653672,18.052915404577853,5.58503239376501,2.0724999742533408,153.39819947398388,10.213054789681411,17.991177721861547,11.566489892729878,0.0,0.0,0.0,14.383611552215466,0.0,0.0,0.0,19.420578929450514,55.4309307831835,24.17453976141019,0.0,24.596666341896878,17.34973483909482,0.0,0.0,28.583699077277743,64.39427657084701,6.606881964512918,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,39.77072240427283,14.383611552215466,28.583699077277743,58.79322575986332,11.64912463690315,0.0,0.0,0.0,91.67,23.406168191258324,24.596666341896878,0.0,41.15602012353684,25.683286491704038,18.414747775921285,0.0,6.076020106833881,6.923737199690624,6.923737199690624,0.0,0.0,0.0,37.52450191095922,20.4856603526313,-1.5527160625052487,-0.1724396392765346,0.0,5.825186448201871,3.306473656656061,0.0,0.7619047619047619,26,2,5,4,0,4,0,0,0,5,2,5,2,3,0,3,4,1.9898000000000002,94.14260000000003,0,2,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Creatinine,26,CN1C=C(O)N=C1N,Creatinine,0.31,0.36,0,8.621944444444445,-0.03703703703703676,8.621944444444445,0.03703703703703676,0.4854878180928041,113.12,106.064,113.058911844,44,0,0.2304887039453797,-0.49215048758768776,0.49215048758768776,0.2304887039453797,1.875,2.5,2.625,3.1432884389630606,173.6635346274406,6.146264369941973,4.4963413248791255,4.4963413248791255,3.6983773027576627,2.177189945436661,2.177189945436661,1.568205755613613,1.568205755613613,0.8995887370644128,0.8995887370644128,0.4644389270792851,0.4644389270792851,-1.1900000000000002,66.63043175066748,4.956842878120411,1.3967808441946417,0.5975078836278122,46.569249571658446,15.407294519794245,0.0,0.0,11.828327617421866,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,7.04767198267719,6.196843571613076,5.106527394840706,5.948339280986494,0.0,9.551078168738563,7.04767198267719,0.0,5.733667477162185,6.196843571613076,0.0,5.879988336435371,5.733667477162185,5.948339280986494,5.879988336435371,0.0,14.657605563579267,7.04767198267719,0.0,0.0,6.196843571613076,0.0,0.0,0.0,64.07,0.0,0.0,0.0,5.879988336435371,5.948339280986494,0.0,10.763943219404432,7.04767198267719,0.0,4.9839785209472085,10.84019487200289,1.537037037037037,0.0,3.5069444444444446,8.621944444444445,5.2325,0.28472222222222276,0.0,1.4398148148148149,0.0,1.7103703703703703,0.25,8,3,4,0,0,0,0,1,1,4,2,4,0,0,0,0,1,-0.2921000000000002,29.2852,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,D4T(Stavudine),27,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,Stavudine,0.24,0.25,0,11.50527730536659,-0.5692592592592598,11.50527730536659,0.1348352859662385,0.6498890462135971,224.21599999999998,212.11999999999998,224.079706864,86,0,0.33022519570566533,-0.3933303909580823,0.3933303909580823,0.33022519570566533,1.5,2.25,2.875,2.3618874941980867,528.3559464826387,11.706742302257043,8.713030189526183,8.713030189526183,7.613392202930192,4.88280857957471,4.88280857957471,3.611230981313145,3.611230981313145,2.404585781181263,2.404585781181263,1.5261335743589577,1.5261335743589577,-1.66,5760.166679208255,10.844513937877473,4.070238064132969,1.8434062253001617,90.8057122504419,9.843390348640755,6.103966387748303,6.22790117073487,0.0,5.559266895052008,5.689743398203474,14.345615352810384,4.794537184071822,0.0,0.0,6.076020106833881,12.999757306524504,11.760295063310071,6.606881964512918,9.843390348640755,0.0,0.0,9.551078168738563,0.0,19.255604758173796,6.606881964512918,44.75041993837695,0.0,0.0,11.24901029325548,0.0,0.0,0.0,27.368453915840487,4.736862953800049,6.923737199690624,11.791352662431866,27.93795815342448,0.0,0.0,0.0,84.32,23.580877851738652,9.589074368143644,0.0,6.606881964512918,5.563451491696996,0.0,10.763943219404432,19.075777413358384,0.0,4.9839785209472085,9.843390348640755,6.6327843915343925,0.0,24.85722970206601,8.87726581527673,-0.4909046411774578,0.0,0.0,3.8170266439909284,1.4732647549760642,0.0,0.4,16,2,6,0,1,1,0,1,1,5,2,6,2,0,0,0,2,-0.7090799999999999,56.19550000000001,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"DDE(1,1-Dichloro-2,2-bis(p-chlorophenyl)ethene)",28,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,DDE,0.61,0.68,0,5.971501637692113,0.2080045351473927,5.971501637692113,0.2080045351473927,0.6193259253894802,318.0300000000001,309.966,315.938010976,92,0,0.11476001938864656,-0.08434373904737016,0.11476001938864656,0.08434373904737016,0.6111111111111112,0.9444444444444444,1.2222222222222223,2.5095731194515967,516.2479162169986,13.120955864630139,9.130660045553917,12.154375829627735,8.575387400469408,5.1486633561102915,6.660521248147201,3.649196857594795,5.471461462976564,2.4547758466198926,3.3366929503080893,1.6179951162543746,2.3064072120658454,-0.66,12051.94151834261,13.764312840339212,5.9881069763762165,3.211631271815919,125.74184342969666,0.0,4.491468174157927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6692278347765,35.392371257240434,15.61837115755192,0.0,0.0,51.976864090999335,0.0,0.0,0.0,0.0,0.0,74.19457433272746,0.0,0.0,0.0,0.0,0.0,46.40375956093006,0.0,0.0,0.0,11.126902983393991,53.022404721850805,10.045266627482652,5.573104530069267,0.0,0.0,0.0,0.0,0.0,4.491468174157927,10.045266627482652,16.70000751346326,0.0,24.26546827384644,24.26546827384644,0.0,46.40375956093006,0.2080045351473927,23.669487346378876,0.0,1.3331500377928955,2.564918115394307,0.0,14.668884409730975,0.0,0.0,0.0,0.0,18,0,0,0,0,0,2,0,2,0,0,4,2,0,0,0,2,6.187900000000003,80.63200000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Dexamethasone,29,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Dexamethasone,0.37,0.44,0,16.85906328735198,-1.980464025888133,16.85906328735198,0.06755645313681047,0.667213496992105,392.4670000000002,363.2350000000001,392.19990224799994,154,0,0.18990619222686997,-0.3897124158559765,0.3897124158559765,0.18990619222686997,1.3214285714285714,2.0,2.642857142857143,1.83769187946728,804.7488254884713,20.698306133819763,16.613087630696945,16.613087630696945,12.963233394208578,10.142335326732525,10.142335326732525,9.749150873950827,9.749150873950827,8.79125320497435,8.79125320497435,7.26103317002553,7.26103317002553,-1.3700000000000003,1500075.6365228966,19.925309492060308,5.832747547893353,2.0142638085946416,163.87178561127467,15.319582184522117,12.207932775496605,17.235249711475557,0.0,0.0,0.0,9.589074368143644,4.39041504767482,0.0,0.0,25.496599036284397,56.594875997385216,16.747886984954953,6.103966387748303,29.299071600340582,11.566489892729878,0.0,0.0,28.583699077277743,63.82827510825357,6.606881964512918,23.80116485057091,0.0,0.0,0.0,4.39041504767482,0.0,0.0,50.866731059242575,9.589074368143644,28.583699077277743,46.454498090775914,23.80116485057091,0.0,0.0,0.0,94.83,52.42969695947186,24.90865655266576,4.39041504767482,18.121972615452343,24.835569398847298,0.0,12.152040213667762,26.847231705905752,0.0,0.0,0.0,16.85906328735198,0.0,24.380376536674213,31.96344205578165,-5.1691156987486355,-2.1191335745667015,0.0,4.439214381714833,4.479486345126001,0.0,0.7272727272727273,28,3,5,4,0,4,0,0,0,5,3,6,2,3,0,3,4,1.8957000000000002,99.94440000000004,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Dichlorobenzene,30,ClC1=CC=C(Cl)C=C1,Dichlorobenzene,0.98,0.99,0,5.553024691358024,0.7170370370370374,5.553024691358024,0.7170370370370374,0.5285863388321962,147.00400000000002,142.97199999999998,145.969005488,42,0,0.04065275054526879,-0.08434269778179436,0.08434269778179436,0.04065275054526879,0.75,1.0,1.25,3.0324555320336755,145.38833891467198,5.983127663125442,4.0653300227769575,5.577187914813868,3.787693700234704,2.1993316780551457,2.955260624073601,1.4364357804719852,2.3093073414159546,0.8035431614659022,1.3074957921448722,0.42954935851072895,0.6815256738502139,-0.20000000000000007,70.79892376087899,5.9282051282051285,2.3818408996251557,1.391420241566014,58.037935573260306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,24.26546827384644,10.045266627482652,0.0,0.0,23.20187978046503,0.0,0.0,0.0,0.0,0.0,34.31073490132909,0.0,0.0,0.0,0.0,0.0,23.20187978046503,0.0,0.0,0.0,0.0,24.26546827384644,10.045266627482652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.045266627482652,0.0,24.26546827384644,0.0,0.0,23.20187978046503,0.0,11.106049382716048,0.0,1.434074074074075,0.0,0.0,7.015432098765432,0.0,0.0,0.0,0.0,8,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2.993400000000001,36.46200000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Diclofenac,31,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,Diclofenac,0.79,0.68,0,10.827338400380729,-0.8893467078189301,10.827338400380729,0.0642410714285715,0.8807285394160607,296.153,285.06499999999994,295.01668395200005,98,0,0.30739587692442316,-0.4809852135804913,0.4809852135804913,0.30739587692442316,1.0526315789473684,1.6842105263157894,2.3157894736842106,2.3558879442321037,593.8950014443018,13.828062645816686,9.859949497496205,11.371807389533116,9.07538740046941,5.584169402223604,6.3400983482420585,3.9493209781324894,4.763721231613702,2.5814720825166764,3.2114128708653893,1.7112313592468358,2.203167158964943,-1.7099999999999995,18978.935565489523,13.715440199973633,5.9544053534163845,3.397616957868233,120.33053204396538,10.423315998847038,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,47.46734805431147,23.762552697081826,5.687386274683562,22.153474525092225,9.901064578912528,40.545957617784005,0.0,0.0,0.0,6.4208216229260096,5.316788604006331,58.073287598410914,0.0,0.0,5.316788604006331,11.374772549367124,0.0,23.20187978046503,11.075832682792555,11.21535880699783,0.0,5.563451491696996,42.46456947923127,10.045266627482652,0.0,0.0,49.33,5.969305287951849,4.794537184071822,0.0,6.4208216229260096,26.983490668546775,0.0,0.0,36.39820241076966,6.06636706846161,5.316788604006331,28.30840717530574,0.0,12.148457175051089,10.827338400380729,12.941774656364606,1.9255171327790386,-0.8893467078189301,12.332722636894264,-0.0642410714285715,0.0,0.0,0.07142857142857142,19,2,3,0,0,0,2,0,2,2,2,5,4,0,0,0,2,4.364100000000001,77.52650000000003,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Didanosine,32,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,Didanosine,0.31,0.29,1,11.439664981733433,-0.3525878422356594,11.439664981733433,0.015084404132023277,0.7521450742487876,236.23100000000002,224.13499999999996,236.090940244,90,0,0.3003160299737121,-0.3936764802090397,0.3936764802090397,0.3003160299737121,1.5294117647058822,2.411764705882353,3.176470588235294,2.0160134417522895,590.4936898575354,11.828062645816686,9.036072383245704,9.036072383245704,8.292024997884274,5.458792390264785,5.458792390264785,4.029407998193112,4.029407998193112,2.9784068329719666,2.9784068329719666,2.117708685152753,2.117708685152753,-1.7300000000000002,16439.15387566651,10.425630003932902,3.935096028973356,1.6331195862845582,96.07932400188179,14.827368869587964,11.875078391502598,5.516700717616262,0.0,0.0,5.559266895052008,9.361636831863176,4.9839785209472085,4.9839785209472085,0.0,0.0,12.841643245852019,0.0,25.365488501790303,9.843390348640755,11.16387793838399,0.0,19.51903521063298,0.0,25.17351080433519,6.606881964512918,23.008444228652912,0.0,0.0,5.559266895052008,0.0,0.0,0.0,37.33641095773491,4.736862953800049,0.0,19.06954441658689,17.449177333600904,0.0,11.16387793838399,0.0,93.03,0.0,4.794537184071822,0.0,24.4980164180481,11.16387793838399,12.841643245852019,6.3273200747645415,10.894419722555895,0.0,14.951935562841626,9.843390348640755,7.405349584278156,0.0,21.974982442050894,9.021015815276728,0.5614290700848246,0.0,0.0,4.18880535084404,0.015084404132023277,0.0,0.5,17,2,7,0,1,1,0,2,2,6,2,7,2,0,1,1,3,-0.21050000000000008,58.37850000000002,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Ethanol,33,CCO,Ethanol,1.07,1.05,0,7.569444444444445,0.25,7.569444444444445,0.25,0.40680796565539457,46.069,40.021,46.041864812,20,0,0.04022058174908642,-0.3966637147812598,0.3966637147812598,0.04022058174908642,2.0,2.0,2.0,1.6329931618554523,2.7548875021634682,2.7071067811865475,2.1543203766865053,2.1543203766865053,1.4142135623730951,1.0233345472033855,1.0233345472033855,0.3162277660168379,0.3162277660168379,0.0,0.0,0.0,0.0,-0.04,2.7548875021634682,2.9600000000000004,1.96,1.9600000000000033,19.89842689442217,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,6.606881964512918,0.0,5.106527394840706,0.0,0.0,0.0,0.0,6.923737199690624,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353623,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,6.606881964512918,0.0,0.0,0.0,6.923737199690624,0.0,0.0,5.106527394840706,0.0,0.0,0.0,7.569444444444445,0.0,0.0,0.0,0.0,1.9305555555555556,0.0,1.0,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-0.0014000000000000123,12.759800000000002,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Fenoterol,34,C[C@@H](CC1=CC=C(O)C=C1)NC[C@@H](O)C1=CC(O)=CC(O)=C1,Fenoterol,0.1,0.18,0,10.102987843285462,-0.8191964810615608,10.102987843285462,0.07760026124068276,0.5631106475775396,303.358,282.18999999999994,303.147058152,118,0,0.11913767045095601,-0.5079666451887404,0.5079666451887404,0.11913767045095601,0.9090909090909091,1.5,2.090909090909091,1.8684972724689106,592.3060446706215,16.11251969619286,12.399220367079563,12.399220367079563,10.435560745775545,7.160741196105422,7.160741196105422,5.47840877685787,5.47840877685787,3.447529806835253,3.447529806835253,2.2988423073354247,2.2988423073354247,-2.2399999999999998,72751.2033247444,16.13607522989594,7.153869170014759,4.6483969103749345,129.04000508993616,25.742898183369157,17.248535499851716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,48.73693007985706,18.652964303522147,6.103966387748303,20.426109579362823,0.0,0.0,5.316788604006331,0.0,25.4903660395129,6.544756405912575,53.59147246262526,0.0,17.248535499851716,5.316788604006331,0.0,17.248535499851716,0.0,33.01270681442335,6.4208216229260096,0.0,24.154606570832918,42.46456947923127,0.0,0.0,0.0,92.95,6.103966387748303,20.426109579362823,0.0,23.290376328999674,12.10820789760957,11.984273114623004,18.19910120538483,12.13273413692322,19.056471336613843,5.316788604006331,0.0,0.0,0.0,0.0,41.409338968310834,1.545484463962098,0.08413045215531123,11.21084956627303,-0.057004335684891716,2.307200884983623,0.0,0.29411764705882354,22,5,5,0,0,0,2,0,2,5,5,5,6,0,0,0,2,2.0576,84.00690000000002,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
