,Compound,No.,SMILES,Name,CI-Obs.,CI-Cal.,Test,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
46,Metformin,48,CN(C)C(=N)NC(N)=N,Metformin,0.34,0.44,0,7.067777777777778,-0.2141666666666664,7.067777777777778,0.11342592592592626,0.24878483893146577,129.167,118.07900000000001,129.10144535199998,52,0,0.19687109774601289,-0.3697979581789928,0.3697979581789928,0.19687109774601289,1.4444444444444444,1.8888888888888888,2.0,3.6444856791101587,126.919684538544,7.439157588755425,5.5245638646895845,5.5245638646895845,4.036581260209188,2.406709123344708,2.406709123344708,1.781709123344708,1.781709123344708,0.7002840785861559,0.7002840785861559,0.2393635016364836,0.2393635016364836,-1.26,60.47184355343589,7.739999999999999,2.9071056558917943,3.33347181008902,53.85436592037309,10.633577208012664,0.0,11.91910913748767,0.0,0.0,0.0,16.135355815589374,0.0,0.0,0.0,0.0,0.0,14.09534396535438,0.0,0.0,11.91910913748767,10.818567211583044,10.216698334856808,5.733667477162185,0.0,14.09534396535438,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,30.91436283369253,0.0,10.818567211583044,0.0,0.0,0.0,0.0,0.0,88.99000000000001,0.0,0.0,0.0,11.91910913748767,0.0,0.0,4.899909730850478,14.09534396535438,0.0,5.316788604006331,16.55223468874523,0.0,0.0,1.5152777777777777,16.0975,4.935833333333333,-0.10074074074074013,0.0,0.0,0.0,3.385462962962963,0.5,9,5,5,0,0,0,0,0,0,2,4,5,0,0,0,0,0,-1.034159999999999,36.46349999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Methadone,49,CCC(=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,Methadone,0.83,0.97,0,13.174413265306125,-0.5823842592592592,13.174413265306125,0.2811111111111111,0.7601212787758543,309.45300000000003,282.237,309.209264484,122,0,0.147084625141916,-0.306666884150918,0.306666884150918,0.147084625141916,0.9565217391304348,1.391304347826087,1.7391304347826086,2.661361390026637,579.304533673046,16.872032720186702,14.620528409422803,14.620528409422803,11.018909728439276,8.327929553051508,8.327929553051508,6.430867505534363,6.430867505534363,4.8134421176679085,4.8134421176679085,3.2109886899973206,3.2109886899973206,-1.9299999999999993,150691.85287364948,17.424270887888333,7.560773919248965,3.532758370521064,139.69433212537763,4.899909730850478,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,67.58740788430673,38.566805771365004,12.462662452073971,5.41499046939678,4.794537184071822,5.783244946364939,0.0,4.899909730850478,0.0,38.14594894377801,14.09534396535438,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,30.82033947171776,10.209527653468601,0.0,37.81602062862726,60.6636706846161,0.0,0.0,0.0,20.310000000000002,5.41499046939678,4.794537184071822,0.0,5.783244946364939,12.462662452073971,17.54772460632,0.0,0.0,43.321939610460284,50.18445916974192,0.0,0.0,0.0,15.358510487528347,0.0,1.596782407407408,0.2811111111111111,20.748548752834466,1.3101558956916102,4.145694444444445,4.142530234315949,0.38095238095238093,23,0,2,0,0,0,2,0,2,2,0,2,7,0,0,0,2,4.292000000000004,96.72800000000007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Mezlocilline,50,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(C)(=O)=O)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,Mezlocilline,0.14,-0.08,1,13.281337212354078,-3.8650039418410276,13.281337212354078,0.1931450058286759,0.4125553337107078,539.5920000000003,514.3920000000003,539.11445476,194,0,0.3414171938864094,-0.4796728023655437,0.4796728023655437,0.3414171938864094,1.1388888888888888,1.7777777777777777,2.3333333333333335,1.514962988947859,1237.9538644895042,26.57662131133061,19.573454981254326,21.206448143109778,16.735906555762092,10.916233119717234,13.644197550236633,9.1469310592444,12.82462947302388,6.252036684452833,8.96298950723822,4.5419823066797695,6.962943780636716,-3.3299999999999996,59644056.116076976,25.75366502301374,8.957270971756847,4.362451064021343,210.75299692287976,20.640014333703846,23.499395300412623,0.0,21.837650612110593,0.0,18.031534312627993,9.589074368143644,32.00653425869111,0.0,11.761884949391115,30.33183534230805,19.410925891078243,4.747022453217559,19.345281995336556,37.49701029952875,51.6310698741297,0.0,24.738612661009853,0.0,42.09389215301143,19.345281995336556,35.89528683400505,0.0,0.0,10.633577208012662,9.589074368143644,0.0,11.761884949391115,99.02511252331662,24.406902705623047,0.0,25.452766720226204,30.33183534230805,0.0,0.0,0.0,173.49999999999997,68.11560267836877,37.49701029952875,0.0,13.08951281182515,14.768577213843706,6.255769183511404,16.66179468024159,44.179309741689295,0.0,10.633577208012662,0.0,23.312340318930254,1.259405412399675,65.02036422780246,14.042908828022448,0.3624176167380537,-2.42333887182835,2.758496146580806,0.8498746396301793,3.01586895689883,-3.8650039418410276,0.47619047619047616,36,3,13,0,3,3,1,0,1,8,3,15,6,0,3,3,4,-0.23379999999999784,127.02500000000003,1,0,0,0,0,0,0,0,1,1,5,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
49,Morphine,51,CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3C=C[C@@H]4O)=CC=C5O,Morphine,0.63,0.36,1,10.440693027210884,-0.5943924792139084,10.440693027210884,0.15972222222222232,0.7033474919154648,285.343,266.1909999999999,285.136493468,110,0,0.1652428909596224,-0.5042466595879944,0.5042466595879944,0.1652428909596224,1.3333333333333333,2.1904761904761907,3.0476190476190474,1.844525446747566,670.2442212037415,14.353006672199017,11.99001157404039,11.99001157404039,10.12586421612136,7.713327954418207,7.713327954418207,6.9301102935736605,6.9301102935736605,6.149738248658418,6.149738248658418,5.238415570709249,5.238415570709249,-1.5199999999999998,132503.36197293294,12.066927436884919,3.6226846881803887,1.2071641349925186,123.19468513566076,19.84982747433194,12.207932775496605,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.218407282129373,38.06389019460039,22.93818883640313,0.0,14.94991774348146,0.0,0.0,4.899909730850478,5.917906046161393,36.50640731989336,13.592428388589765,35.411677333984976,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,46.95516651376622,11.83581209232279,5.917906046161393,17.54772460632,24.284774350590983,0.0,0.0,0.0,52.93000000000001,6.103966387748303,10.213054789681411,0.0,17.268468690428985,17.70925870859326,19.386399651764595,11.126902983393991,6.06636706846161,12.142387175295491,18.02360182036155,4.736862953800049,6.087093726379441,0.0,2.4333413643235073,20.64851773116654,2.2901388888888894,1.1891723356009074,4.225751606198035,5.177912887377172,1.0100425170068028,2.188028943058705,0.5294117647058824,21,2,4,2,2,4,1,0,1,4,2,4,0,0,1,1,5,1.1981,77.57660000000003,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Naloxone,52,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,Naloxone,0.64,0.46,0,12.63331640526581,-1.0011111111111108,12.63331640526581,0.04078304778701658,0.8015195132508509,327.3800000000001,306.21200000000005,327.147058152,126,0,0.17396302079062417,-0.5042464328896997,0.5042464328896997,0.17396302079062417,1.4166666666666667,2.25,3.0416666666666665,1.7969480102820095,774.8754473625407,16.689869965382485,13.494636181681564,13.494636181681564,11.525840785378222,8.647486008212256,8.647486008212256,7.561281111830412,7.561281111830412,6.732356816716936,6.732356816716936,5.797327737535314,5.797327737535314,-1.8499999999999999,500717.3057933928,14.489422876550565,4.40553906749999,1.3809690525325302,140.0860914644977,14.94991774348146,0.0,23.38623500068105,0.0,0.0,0.0,9.694446914922299,0.0,0.0,6.578935683598497,12.142387175295491,30.892283428936636,31.115626755596114,11.016041280380467,19.744454927553285,5.783244946364939,0.0,4.899909730850478,0.0,48.84513498898077,13.08951281182515,35.91459291074959,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,51.732580306601925,16.63034927639461,0.0,30.38936785217202,24.7876899273556,0.0,0.0,0.0,70.0,17.12000766812877,15.007591973753234,0.0,17.574597608796804,31.432798324987942,24.21641579521914,0.0,6.06636706846161,12.142387175295491,11.478845414448976,4.736862953800049,5.983829443814563,0.0,14.90999960632401,22.099564741415392,0.25608229402872373,0.5282291666666667,3.515176051902243,3.346120769295372,5.360997926553031,0.0,0.5263157894736842,24,2,5,2,2,4,1,0,1,5,2,5,2,1,1,2,5,1.3014,87.27060000000003,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Nicotine,53,CN1CCC[C@H]1C1=CC=CN=C1,Nicotine,0.93,0.54,1,4.137037037037037,0.6099074074074073,4.137037037037037,0.6099074074074073,0.6261518225795569,162.236,148.12399999999997,162.115698448,64,0,0.036029666516989495,-0.29930714879016557,0.29930714879016557,0.036029666516989495,1.5833333333333333,2.5,3.0833333333333335,2.194591657785846,245.27530899395384,8.38890505706126,7.4024988805076894,7.4024988805076894,5.877010097711745,4.478978391673248,4.478978391673248,3.4249925387477815,3.4249925387477815,2.5896294359397087,2.5896294359397087,1.9044874511330439,1.9044874511330439,-0.89,1072.9009829736851,7.743335629015882,3.2329339260923793,1.344570624512911,73.22976418910065,0.0,0.0,0.0,0.0,0.0,0.0,9.883888251797686,0.0,0.0,0.0,6.06636706846161,38.06389019460039,18.435527972374114,0.0,0.0,0.0,0.0,9.883888251797686,0.0,18.88348407499998,13.592428388589765,30.08987277184637,0.0,0.0,0.0,0.0,0.0,0.0,23.476316640387452,0.0,0.0,24.446935566696975,24.526421280149375,0.0,0.0,0.0,16.130000000000003,0.0,0.0,0.0,0.0,6.041840829147961,0.0,24.94985114346159,0.0,18.460054211687762,22.997927302936485,0.0,0.0,0.0,6.536851851851852,0.0,1.3587962962962965,0.0,4.791435185185184,6.405944822373394,1.2217866591080877,2.185185185185185,0.5,12,0,2,0,1,1,0,1,1,2,0,2,1,0,1,1,2,1.8483,48.842000000000034,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,Oseltamivir,54,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,Oseltamivir,0.13,0.28,0,11.953987622826908,-0.4194850718065004,11.953987622826908,0.06134603069622879,0.6912235198580302,312.41,284.186,312.204907376,126,0,0.3333193586337961,-0.46263190166063,0.46263190166063,0.3333193586337961,1.3636363636363635,2.0,2.5,2.9815100402351518,418.3688686812758,16.698306133819763,13.9255219017394,13.9255219017394,10.421452615420641,7.982754299149104,7.982754299149104,5.545864647961087,5.545864647961087,3.8041003059824887,3.8041003059824887,2.6208532483888702,2.6208532483888702,-1.4000000000000001,53534.533748061345,18.64854368932039,8.901512287334594,5.103401360544219,131.9578360977872,20.524181988768614,0.0,0.0,5.907179729351506,0.0,5.969305287951849,4.794537184071822,4.794537184071822,0.0,0.0,13.847474399381248,32.26222217530253,18.53868255890785,24.856655569157486,19.06280027574374,11.876485017303356,0.0,5.316788604006331,5.733667477162185,71.24902810133304,6.606881964512918,11.64912463690315,0.0,0.0,11.050456081168516,0.0,0.0,0.0,42.7749814156088,19.06280027574374,0.0,46.95741366754052,11.64912463690315,0.0,0.0,0.0,90.64999999999999,6.103966387748303,9.589074368143644,0.0,30.06413306334758,18.600808117508194,12.841643245852019,6.923737199690624,12.999757306524504,13.847474399381248,5.316788604006331,15.207393384762284,11.099639707734946,0.0,23.365285843905973,2.840979623330814,6.67760582010582,-0.524117037246997,-0.7185695389266824,3.4772332189048454,7.6152756955246135,0.0,0.75,22,3,6,1,0,1,0,0,0,5,2,6,7,0,0,0,1,1.2853999999999997,84.15610000000005,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,para-Hydroxy-Phenytoin(Hydroxyphenytoin),55,OC1=CC=C(C=C1)[C@]1(NC(=O)NC1=O)C1=CC=CC=C1, Hydroxyphenytoin ,0.52,0.51,0,12.335537131519274,-1.2578935185185185,12.335537131519274,0.09879010246073805,0.7217147453460007,268.272,256.176,268.084792244,100,0,0.322408725167742,-0.5079666136551932,0.5079666136551932,0.322408725167742,0.85,1.45,2.0,2.214393667663825,667.2777983730039,14.164925939000156,10.459862599134318,10.459862599134318,9.625864216121359,6.113905895782719,6.113905895782719,4.571147718590276,4.571147718590276,3.3758054012740457,3.3758054012740457,2.427952359693508,2.427952359693508,-2.8199999999999994,52778.69978559661,12.225960501521723,4.378763459625937,1.7155804258252414,114.79449483472125,10.423315998847038,5.749511833283905,5.538925252383345,0.0,5.907179729351506,6.031114512338072,10.111325788078153,4.794537184071822,0.0,0.0,42.46456947923127,23.259637120317212,0.0,0.0,14.69560176298435,11.938294241689578,0.0,10.633577208012662,0.0,5.538925252383345,0.0,65.72420659954848,0.0,5.749511833283905,10.633577208012662,4.794537184071822,5.749511833283905,0.0,17.044821636530283,10.333462436455168,0.0,11.126902983393991,54.59730361615449,0.0,0.0,0.0,78.43,17.477219494072923,14.69560176298435,0.0,5.749511833283905,11.126902983393991,0.0,12.13273413692322,36.39820241076966,6.06636706846161,10.633577208012662,0.0,0.0,0.0,23.925768298059964,14.33976064499874,-0.008921485260770634,-0.3323304568741068,14.65905633240951,0.0,0.0,0.0,0.06666666666666667,20,3,5,0,1,1,2,0,2,3,3,5,2,0,1,1,3,1.4751999999999998,72.00320000000002,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,"PCB-52(2,2',5,5'-tetrachloro-1,1'-biphenyl)",56,ClC1=CC=C(Cl)C(=C1)C1=CC(Cl)=CC=C1Cl,PCB_52,0.74,0.62,0,6.094688838498362,0.5912654320987658,6.094688838498362,0.5912654320987658,0.6072884054188125,291.9920000000001,285.94399999999996,289.922360912,82,0,0.04854823997970344,-0.08431959506154307,0.08431959506154307,0.04854823997970344,0.5625,0.9375,1.3125,2.6616827212373178,485.037124074059,11.706742302257043,7.9759595071746645,10.999675291248485,7.575387400469409,4.4819966894436245,5.993854581480535,3.2483364455918426,4.935608260017026,2.1469856827472857,3.2763563304028547,1.4077976422574412,2.190700856321218,-0.4000000000000001,4335.356817281193,12.06741181593845,4.8484918126975005,2.464317019722425,113.70156223308767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,36.39820241076966,31.217436238359298,0.0,0.0,46.40375956093006,0.0,0.0,0.0,0.0,0.0,56.48873566573496,0.0,11.126902983393991,0.0,0.0,0.0,46.40375956093006,0.0,0.0,0.0,0.0,36.39820241076966,20.090533254965305,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,20.090533254965305,11.126902983393991,0.0,36.39820241076966,0.0,0.0,46.40375956093006,0.0,24.0376489669942,0.0,2.396312673217437,1.5586419753086427,0.0,10.451840828924162,0.0,0.0,0.0,0.0,16,0,0,0,0,0,2,0,2,0,0,4,1,0,0,0,2,5.967200000000002,71.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Pentamidine,57,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,Pentamidine,0.04,0.04,0,7.3397270875925384,0.057855033925110044,7.3397270875925384,0.057855033925110044,0.30195782187837944,340.42699999999996,316.235,340.18992600800004,132,0,0.12227763098414507,-0.4936010306263861,0.4936010306263861,0.12227763098414507,0.64,1.0,1.32,1.570229755884935,634.8689612708595,18.07070333293597,14.125533178756726,14.125533178756726,12.058550648063802,8.20568323893495,8.20568323893495,5.633688656008782,5.633688656008782,3.656773633650302,3.656773633650302,2.2223793461845025,2.2223793461845025,-3.0199999999999996,399575.77692650224,18.32055420348871,9.31822503861814,6.176725336147323,147.32066597790603,20.94106086192447,23.17026323808235,0.0,0.0,0.0,0.0,10.818567211583044,0.0,0.0,0.0,0.0,67.79340141647091,11.126902983393991,13.213763929025836,9.473725907600098,11.671239571514539,10.818567211583044,0.0,11.46733495432437,19.26246486877803,13.213763929025836,59.65783953108687,0.0,11.49902366656781,20.94106086192447,0.0,11.49902366656781,0.0,24.885003500540375,0.0,10.818567211583044,30.38936785217202,48.53093654769288,0.0,0.0,0.0,118.20000000000002,0.0,0.0,0.0,11.671239571514539,24.340666912419827,30.761488535345837,0.0,24.26546827384644,24.26546827384644,0.0,31.759628073507514,11.314237849299662,0.0,0.0,14.679454175185077,12.210875503081388,1.6838787092737324,14.418398468545613,2.902030989826805,1.2911243047877243,0.0,0.2631578947368421,25,6,6,0,0,0,2,0,2,4,4,6,10,0,0,0,2,2.8828400000000007,99.75720000000003,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
56,Phenobarbitone,58,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,Phenobarbitone,0.52,0.63,0,11.975790816326532,-1.310347222222222,11.975790816326532,0.29361111111111104,0.7368838068366228,232.239,220.14299999999997,232.084792244,88,0,0.32765101857785744,-0.27652301806617985,0.32765101857785744,0.27652301806617985,1.0,1.5294117647058822,2.0,2.5359730532061087,461.78392534517104,12.466255326250886,9.318602998526268,9.318602998526268,8.108226125916316,5.333716209998575,5.333716209998575,3.8622813159634184,3.8622813159634184,3.026280987123201,3.026280987123201,2.064079211310506,2.064079211310506,-2.1699999999999995,7460.405481124379,11.319407152511545,4.008920169778623,1.5954555917347284,98.1995153196948,0.0,0.0,5.41499046939678,11.814359458703011,0.0,6.031114512338072,20.222651576156306,4.794537184071822,0.0,0.0,37.255572541998674,11.984273114623004,0.0,0.0,14.383611552215466,17.845473971041084,0.0,10.633577208012662,0.0,18.759549292013414,0.0,35.89528683400505,0.0,0.0,10.633577208012662,4.794537184071822,0.0,0.0,17.845473971041084,15.004064837540422,0.0,18.90801031431363,30.33183534230805,0.0,0.0,0.0,75.27000000000001,23.26046444043786,14.383611552215466,0.0,0.0,11.984273114623004,0.0,0.0,37.255572541998674,0.0,10.633577208012662,0.0,0.0,0.0,35.00660840262031,4.280408163265307,-0.7223842592592589,-1.1389814814814807,7.959352954144621,0.29361111111111104,1.7380517762660619,0.0,0.25,17,2,5,0,1,1,1,0,1,3,2,5,2,0,1,1,2,0.7003999999999997,60.09240000000002,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,Prednisolone,59,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,Prednisolone,0.38,0.46,1,12.350397931051566,-1.5617481051062398,12.350397931051566,0.009117208273729194,0.6946116752943167,360.4500000000002,332.22600000000006,360.1936739959999,142,0,0.1896291629209311,-0.3927606978408493,0.3927606978408493,0.1896291629209311,1.3076923076923077,2.0384615384615383,2.730769230769231,1.7472814479871792,723.9130815015496,18.90541291500631,15.44222993887427,15.44222993887427,12.170504622625403,9.660624318644736,9.660624318644736,9.191954693584508,9.191954693584508,8.252706604226962,8.252706604226962,6.919333408949084,6.919333408949084,-1.3,715692.1381653672,18.081485487885935,5.599719839148237,2.0792514525694963,153.34130809395185,15.319582184522117,12.207932775496605,11.566489892729878,0.0,0.0,0.0,9.589074368143644,0.0,0.0,0.0,25.496599036284397,56.091960420620595,16.747886984954953,6.103966387748303,24.90865655266576,11.566489892729878,0.0,0.0,28.583699077277743,57.656599712743294,6.606881964512918,23.80116485057091,0.0,0.0,0.0,0.0,0.0,0.0,45.1979712404969,9.589074368143644,28.583699077277743,45.95158251401131,23.80116485057091,0.0,0.0,0.0,94.83,29.51013457900663,24.90865655266576,0.0,28.951953554245897,12.841643245852019,24.835569398847294,0.0,12.152040213667762,12.999757306524504,6.923737199690624,0.0,0.0,0.0,24.158988557469677,31.668515003942392,-1.5414459850298137,-0.22653882987870144,0.0,7.682001817676872,3.3418127691529116,0.0,0.7142857142857143,26,3,5,4,0,4,0,0,0,5,3,5,2,3,0,3,4,1.5575999999999999,95.04840000000003,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
